business_id,city,full_address,latitude,longitude,business_name,review_count,stars,state
6ilJq_05xRgek_8qUp36-g,Munhall,"650 E  Waterfront Dr
Homestead
Munhall, PA 15120",40.413496,-79.9044562,Steak 'n Shake,60,2.0,PA
1qCuOcks5HRv67OHovAVpg,Homestead,"122 W 8th Ave
Homestead
Homestead, PA 15120",40.405311,-79.912595,Duke's Upper Deck Cafe,33,3.5,PA
sbW8qHJgzEIH42B0S-3New,Homestead,"180 E Waterfront Dr
Homestead
Homestead, PA 15120",40.4092932,-79.9141865,Dave & Buster's,106,2.5,PA
W7ysp8GLCBrs0GXIVwAcBQ,Homestead,"610 William Marks Way
Homestead
Homestead, PA 15120",40.4097098,-79.9017997,Wendy's,7,3.0,PA
-taSf0shFSUKy9iCXnySsA,Homestead,"2615 Main St
Homestead, PA 15120",40.3925524,-79.90001020000001,Italian Village Pizza,6,2.5,PA
McikHxxEqZ2X0joaRNKlaw,Homestead,"171 E Bridge St
Homestead
Homestead, PA 15120",40.40943529999999,-79.9152619,Rock Bottom,148,3.5,PA
EoAY1JSVeJriBzId8lUQwQ,West Homestead,"244 W Bridge St
Homestead
West Homestead, PA 15120",40.4070737196062,-79.91731435071421,Bar Louie,92,2.5,PA
TfvWSIAMFZ9zI3y2-K6wOA,Munhall,"3360 Main St
Munhall, PA 15120",40.3868368,-79.9029475,The Dragon Chinese Cuisine,7,3.0,PA
tU-YtoW339PXJmUGSix_AQ,Homestead,"185 Waterfront Dr E
Homestead
Homestead, PA 15120",40.410874319011796,-79.91554514188842,TGI Fridays,23,2.5,PA
6p9TlP2I8S4agxYMNFSDjg,Homestead,"205 East Waterfront Drive
Homestead
Homestead, PA 15120",40.410967,-79.9141364,Uno Pizzeria & Grill,55,3.0,PA
JDDeaNfb0JXD1NbznSIC9g,Homestead,"148 West Bridge St
Homestead
Homestead, PA 15120",40.407143,-79.91609100000001,P.F. Chang's,95,3.0,PA
FiXamVMgMf9U0VqFHDZSEA,West Homestead,"210 W Bridge St
Homestead
West Homestead, PA 15120",40.407174,-79.91660300000001,Panera Bread,25,3.0,PA
uLnDFdn011hEroQQMLmxNQ,Munhall,"3502 Main St
Munhall, PA 15120",40.3857182,-79.90329969999999,The Pizza Company,12,4.0,PA
eznh0XjVtv924K-KYx_ilQ,Homestead,"245 Waterfront Dr E
Homestead
Homestead, PA 15120",40.4113236,-79.9132525,Eat'n Park,51,3.0,PA
usSROUMiAgPcxV3Ym0OxMQ,Homestead,"185 W Waterfront Dr
Homestead
Homestead, PA 15120",40.4089628543918,-79.91807660555192,Mitchell's Fish Market,122,3.5,PA
CL3tZqbYT7B5zgewKCS6-Q,West Mifflin,"Kennywood & Hoffman
West Mifflin, PA 15122",40.3849854,-79.8626605,McDonald's,5,1.5,PA
u22QDAON1kk0wjoTliyftw,West Mifflin,"4426 Kennywood Blvd
West Mifflin, PA 15122",40.389192,-79.868305,Latina Pizza,6,4.5,PA
53Yk2EODWnV9qHQECzeHVQ,West Mifflin,"1842 Homeville Rd
West Mifflin, PA 15122",40.3736775,-79.8737336,Bellisario Pizza Shop,6,3.5,PA
iBZRphMDFcS2aMbawc1OvA,West Mifflin,"1822 Homeville Rd
West Mifflin, PA 15122",40.3736775,-79.8737336,Hunan Wok Chinese Restaurant,3,5.0,PA
GJAv1nAfnHuab8oRyr8mXg,McKees Rocks,"301 Chartiers Ave
McKees Rocks, PA 15136",40.4641404,-80.0579296,Eat'n Park Restaurant,5,4.0,PA
r8BwdblCW-ZUES37BL0khw,McKees Rocks,"719 Broadway Ave
McKees Rocks, PA 15136",40.472505,-80.07415300000001,Broadway Brunch,21,4.5,PA
mIiHJkpK8nZvW_45LlhrbA,Mc Kees Rocks,"824 Chartiers Ave
Mc Kees Rocks, PA 15136",40.4660004,-80.06531149999999,Pasquarelli's Pizza House,13,4.0,PA
U--dvTM2j2q-ulb_xKniQg,Mc Kees Rocks,"500 Pine Hollow Rd
Mc Kees Rocks, PA 15136",40.4739107190624,-80.09727205980579,Hunan Wok,4,2.0,PA
OZfpG8tDCcIEq8pzgZdyKw,McKees Rocks,"6570 Rt 60 Steubenville Pike
McKees Rocks, PA 15136",40.46562,-80.06561059999999,Applebee's,9,3.5,PA
8Nm_jcCYtMXYW0ODSHDiXA,Pittsburgh,"4260 Steubenville Pike
Pittsburgh, PA 15205",40.440003600000004,-80.09091059999999,Sapporo Japanese Steakhouse,10,4.0,PA
fJjBMRGnkzc7nVm6VqxoxQ,Bellvue,"564 Lincoln Ave
Bellevue
Bellvue, PA 15202",40.4966341,-80.0575037,Frankfurters,3,4.5,PA
T49ZvBa6mD4xHSmjHe-ArA,Bellvue,"421 Lincoln Ave
Bellevue
Bellvue, PA 15202",40.4941577,-80.0532928,R & B's Pizza Place,17,4.0,PA
eOv0Dbq2E8sd0CKMAqTImw,Bellevue,"531 Lincoln Ave
Bellevue
Bellevue, PA 15202",40.495886999999996,-80.056877,Luigi's Pizzeria,18,4.0,PA
_jsJFrAmFVPRio0eEVExbA,Pittsburgh,"4557 Ohio River Blvd
Bellevue
Pittsburgh, PA 15202",40.492067,-80.06235,McDonald's,6,2.5,PA
Lml0-yTNsMYsP9IrSMxw9A,Bellevue,"610 Lincoln Ave
Bellevue
Bellevue, PA 15202",40.4972056,-80.0583585,China Sea Chinese Restaurant,11,2.5,PA
JX2gDf2uy2UGuKPpcKT-IA,Pittsburgh,"1015 Ohio River Blvd
Bellevue
Pittsburgh, PA 15202",40.4940896,-80.0635357,Wendy's,5,1.5,PA
QVZBd_eu0oJ4IN0md2XPTQ,Bellevue,"565 Lincoln Ave
Bellevue
Bellevue, PA 15202",40.4964326,-80.05780899999999,Vivo,3,5.0,PA
udZJ8YgsHdqtFDQkyPTV1Q,Pittsburgh,"4260 Ohio River Blvd
Bellevue
Pittsburgh, PA 15202",40.48767410000001,-80.055667,Arby's,4,3.0,PA
ucKQlQvOeJxETLNkpKcaSw,Bellevue,"560 Lincoln Ave
Bellevue
Bellevue, PA 15202",40.4966408,-80.057381,Rusty Nail,32,3.5,PA
ZL6DNzyenFm9Kpz6uADlNg,Pittsburgh,"6738 Reynolds St
Point Breeze
Pittsburgh, PA 15206",40.450249,-79.9145,Pino's Contemporary Italian Restaurant & Wine Bar,65,3.0,PA
OcTG-KzDleuRub-pb6JS3Q,Pittsburgh,"1744 Chislett St
Morningside
Pittsburgh, PA 15206",40.485254100000006,-79.92597540000001,Eddie's Pizza Haus,8,4.0,PA
Y2p07YEC8xOsYTHWf0UxiA,Pittsburgh,"213 S Highland Ave
Shadyside
Pittsburgh, PA 15206",40.458496999999994,-79.9246661,Tasty Chinese Restaurant,26,3.0,PA
g58NW9q4F09wTMiI7EIjmg,Pittsburgh,"420 N Highland Ave
East Liberty
Pittsburgh, PA 15206",40.4653904,-79.92299709999999,Vento's Pizza,17,3.0,PA
Pu5uzlZ05pqVlx6LcZbfgw,Pittsburgh,"226 Shady Ave
Shadyside
Pittsburgh, PA 15206",40.4588237,-79.9223818,Minutello's Restaurant & Lounge,8,3.0,PA
83_p9vIqOq1TUIf3_GD7bA,Pittsburgh,"1125 N Highland Ave
Highland Park
Pittsburgh, PA 15206",40.474888299999996,-79.9188657,Tazza D'oro Cafe & Espresso Bar,117,4.5,PA
Ts4xsKPU7FNPPZRj-nRjIg,Pittsburgh,"216 S Highland Ave
Shadyside
Pittsburgh, PA 15206",40.4583902,-79.9255146,Buffalo Blues,62,3.0,PA
UtWJ8NGMg-3z28s0RzlUoQ,Pittsburgh,"6393 Penn Ave
Shadyside
Pittsburgh, PA 15206",40.4579893,-79.9181411,China Garden,18,3.0,PA
bZcqORBnVApUA2-SEn7VEQ,Pittsburgh,"6361 Penn Ave
East Liberty
Pittsburgh, PA 15206",40.4588455683473,-79.91844707857591,McDonald's,8,2.0,PA
B9C6j80ob0f1pwi1Cnnd1Q,Pittsburgh,"217 S Highland Ave
Shadyside
Pittsburgh, PA 15206",40.4582251,-79.9251182,Pizza Parma,37,3.0,PA
tvXTHj9V5sgRoeVJW_FiTg,Pittsburgh,"5700 Centre Ave
Shadyside
Pittsburgh, PA 15206",40.4571291,-79.9334864,Jimmy Tsang's Chinese Restaurant,12,3.0,PA
2SwC8wqpZC4B9iFVTgYT9A,Pittsburgh,"229 S Highland Ave
Shadyside
Pittsburgh, PA 15206",40.458138,-79.924797,Casbah,276,4.0,PA
PzG0XmAmtXFs6Fdnubf41g,Pittsburgh,"5430 Penn Ave
Bloomfield
Pittsburgh, PA 15206",40.464484999999996,-79.935388,Quiet Storm Vegetarian & Vegan Cafe,144,4.0,PA
lHP5STO7aomlEQixH8m1aA,Pittsburgh,"258 S Highland Ave
Shadyside
Pittsburgh, PA 15206",40.4572561,-79.9253542,Pizza Perfectta,81,4.0,PA
-iVcmhjfq79QoTWzrb6pKg,Pittsburgh,"7516 Meade St
Point Breeze
Pittsburgh, PA 15208",40.448199100000004,-79.8954753,East End Food Co-Op,79,4.5,PA
l_Wey2YC6NvVUIH8vTygGg,Pittsburgh,"238 Spahr St
Shadyside
Pittsburgh, PA 15232",40.45780379999999,-79.92743829999999,Cafe Zinho,69,4.0,PA
Y3E5QDlKmjHD2zOSPASFIA,Pittsburgh,"203 Brownsville Rd
Mt. Oliver
Pittsburgh, PA 15210",40.415694,-79.98694,Maietta Restaurant,6,4.5,PA
W7-Ybhe6JWJFXjcbmgvdyA,Pittsburgh,"243 Brownsville Rd
Mt. Oliver
Pittsburgh, PA 15210",40.4146974,-79.9876465,Great Wall Chinese Food,5,4.0,PA
qUeBDN0D8SC93KeAHhiL-g,Pittsburgh,"804 E Warrington Ave
Allentown
Pittsburgh, PA 15210",40.4216209,-79.9934384,Alla Famiglia,111,4.5,PA
YXuvFMtygHPFEOEXgRtgLQ,Pittsburgh,"823 E Warrington Ave
Allentown
Pittsburgh, PA 15210",40.4218885,-79.992839,No 1 China House,5,2.5,PA
Csi12bjcnJ6hDpcbedX6Jg,Pittsburgh,"2158 Brownsville Rd
Carrick
Pittsburgh, PA 15210",40.3919558,-79.98740809999998,Pizza Hut,6,1.5,PA
LltDzuzRbAJbSrqD4JH-3A,Pittsburgh,"2158 Brownsville Rd
Carrick
Pittsburgh, PA 15210",40.3919558,-79.98740809999998,Hunan Wok Chinese Takeout,12,3.0,PA
VkqKyq09rDYMhFk5nElWWA,Pittsburgh,"2104 Brownsville Rd
Carrick
Pittsburgh, PA 15210",40.393115,-79.98691099999999,Bishop's Pizza,6,3.0,PA
QIJa5h2d65Bgh82zct7c7A,Pittsburgh,"2209 Saw Mill Run Blvd
Overbrook
Pittsburgh, PA 15210",40.388650299999995,-79.9965975,Frank & Shirley's Restaurant,22,4.0,PA
PTkChuI3GPCw-ZL1Iph76A,Pittsburgh,"2080 Saw Mill Run Blvd
Brookline
Pittsburgh, PA 15210",40.3922377,-79.997446,DiCarlo's Original Pizza,10,4.0,PA
BbIh5NTizhV4Fq_mLmNkpg,Pittsburgh,"2417 Brownsville Rd
Carrick
Pittsburgh, PA 15210",40.38712,-79.9822267,Long John Silver's,3,1.5,PA
Ga0y-XHa4os_VvoHz21bfQ,Pittsburgh,"1820 Brownsville Rd
Carrick
Pittsburgh, PA 15210",40.396531,-79.98791899999999,Anthony's Pizza,12,3.0,PA
xMZM_vyCraM9BZUn4yrj5Q,Pittsburgh,"1100 Brownsville Rd.
Carrick
Pittsburgh, PA 15210",40.4052,-79.9911,KFC,3,3.5,PA
IxQ1ATP_Wg_QujO9nywzcQ,Pittsburgh,"537 Suismon St
North Side
Pittsburgh, PA 15212",40.4551576,-79.999728,Max's Allegheny Tavern,162,4.0,PA
TyIsuojeKcTb4Acfg7xqew,Pittsburgh,"630 E Ohio St
North Side
Pittsburgh, PA 15212",40.454134100000005,-79.9981189,China Taste,11,4.0,PA
oj8bMz76cKXQClpFTFNW9w,Pittsburgh,"539 E Ohio St
North Side
Pittsburgh, PA 15212",40.4535473,-79.9992608,North Shore Deli,11,4.5,PA
k1A8pNspBPinGDivxkuDSA,Pittsburgh,"503 Martindale St
North Side
Pittsburgh, PA 15212",40.4489884,-80.0088714,Clark Bar & Grill,11,3.5,PA
-nO_qj9eP-os3baYyh8eNA,Pittsburgh,"1106 Federal St
North Side
Pittsburgh, PA 15212",40.455833,-80.006512,Pasta Too,5,4.0,PA
e5DtayybW4jbKcDBwEUmOQ,Pittsburgh,"876 Progress St
North Side
Pittsburgh, PA 15212",40.452646,-79.993788,Mullin's Diner,11,3.5,PA
CqHTknOJHZZncWzGtpbNsA,Pittsburgh,"1535 Lowrie St
Troy Hill
Pittsburgh, PA 15212",40.4620001,-79.98387640000001,Ron's Pizza Palace,6,3.0,PA
OjzR6hUYasFReo0vhVn0-w,Pittsburgh,"857 Phineas St
North Side
Pittsburgh, PA 15212",40.455166999999996,-79.994957,Teutonia Mannerchor,8,4.5,PA
6AnorAMPkTdSDbUkOoV1Rw,Pittsburgh,"1720 Lowrie St
Troy Hill
Pittsburgh, PA 15212",40.464512799999994,-79.98231120000001,Billy's Troy Hill Bistro,5,3.0,PA
49nxzKLr2qQnLF58qo2p1w,Pittsburgh,"1062 Progress St
Troy Hill
Pittsburgh, PA 15212",40.4550779,-79.99132519999999,Heinz USA,4,5.0,PA
rEKBr81s19Soh3dYj4bcGQ,Pittsburgh,"1219 Federal St
North Side
Pittsburgh, PA 15212",40.4563367,-80.0071993,Pizza Hut,9,2.0,PA
q_BKmbdlYfQJroJVHfYMUQ,Pittsburgh,"500 E N Ave
North Side
Pittsburgh, PA 15212",40.4566092,-80.0015054,Legends of The North Shore,94,4.0,PA
99WYCuBEsO7OUCDWbbrrew,Pittsburgh,"950 Ridge Ave
North Side
Pittsburgh, PA 15212",40.45008920000001,-80.01816290000001,Subway,6,2.5,PA
vMCCvnDU-Iz_D_pmbcMqzA,Pittsburgh,"410 E Ohio St
North Side
Pittsburgh, PA 15212",40.453489700000006,-80.0012207,Peanutz,7,2.5,PA
hUV4bjXE8Ijd-pDNr8S6mA,Pittsburgh,"1110 Federal St
North Side
Pittsburgh, PA 15212",40.455929,-80.0065429,Steves New York Hotdog Shop,6,4.5,PA
Od9niVya8G5BD3a1l2ss-g,Pittsburgh,"535 E Ohio St
North Side
Pittsburgh, PA 15212",40.453448200000004,-79.9993379,Lillen's Restaurant,4,3.5,PA
Z101WZaISochG6g7tI2ZVw,Pittsburgh,"103 Federal St
North Side
Pittsburgh, PA 15212",40.4480678,-80.0042395,Atria's Restaurant,69,3.0,PA
Eixtf79t1_ZKaC-7J2kAWg,Pittsburgh,"424 E Ohio St
North Side
Pittsburgh, PA 15212",40.453591499999995,-80.0008071,Pickles Pizza & Sandwich Emporium,16,3.0,PA
Z0OGW8PysysRXE0dR7QxQQ,Pittsburgh,"700 N Taylor Ave
North Side
Pittsburgh, PA 15212",40.4562032,-80.0144357,Wilson's Bar-B-Q,20,4.0,PA
I9-Ei8_KYtMjbixNJSCvwA,Pittsburgh,"537 E Ohio St
North Side
Pittsburgh, PA 15212",40.4534946,-79.9993338,The Isaly Company,4,3.5,PA
yfuoL_w76WFVHcGJbw0IIg,Pittsburgh,"1276 Benton Ave
Brighton Heights
Pittsburgh, PA 15212",40.484693,-80.0355244,Nick's Place,11,3.5,PA
2cupks8QYzFpMYDiysGOug,Pittsburgh,"1729 Eckert St
North Side
Pittsburgh, PA 15212",40.471647600000004,-80.037313,Don's Diner,6,5.0,PA
AAcw9y30cRuMo0oa8UBiIw,Pittsburgh,"1223 Woods Run Ave
North Side
Pittsburgh, PA 15212",40.4763098,-80.0311303,Wiseguys Pizza,12,3.0,PA
YUZVBdGmagwXV-yOhR-1GQ,Pittsburgh,"3853 California Ave
Brighton Heights
Pittsburgh, PA 15212",40.4851129,-80.0416964,Miller's Seafood House,12,3.0,PA
OIL-eZX8d10jgWPLW-E7zA,Pittsburgh,"3627 California Ave
Brighton Heights
Pittsburgh, PA 15212",40.4810675,-80.0413982,Chubby's Pizza & Hoagies Northside,14,2.5,PA
PSlOtPIo28BvWOzdLmRRRQ,Pittsburgh,"1439 Potomac Ave
Dormont
Pittsburgh, PA 15216",40.3959965,-80.0350383,Knossos Gyros & Sis-Kabob,16,3.5,PA
wan0X-oHpLgGTPXqaICZCw,Pittsburgh,"1648 Broadway Ave
Beechview
Pittsburgh, PA 15216",40.409125,-80.024957,Huddle,17,4.0,PA
QnyzlVMyx0Exri-Lay10cA,Pittsburgh,"297 Beverly Rd
Pittsburgh, PA 15216",40.388591299999995,-80.0493988,Sushi Three,23,3.5,PA
81sqVj0xHyJXGYT0ip5fmQ,Pittsburgh,"300 Beverly Rd
Pittsburgh, PA 15216",40.38892,-80.049921,Green Garden,13,2.5,PA
93UCt9OgWYmypZCpXtUu8g,Pittsburgh,"1473 Banksville Rd
Banksville
Pittsburgh, PA 15216",40.4127159,-80.0303499,Beto's Pizza,145,4.0,PA
za5fND9-pXyVSk5rM28MsQ,Pittsburgh,"2999 W Liberty Ave
Dormont
Pittsburgh, PA 15216",40.393043299999995,-80.0366408,Slapshots,4,2.0,PA
ORTRrw3ClZ0Ld0LgY1H_5g,Pittsburgh,"2874 W Liberty Ave
Dormont
Pittsburgh, PA 15216",40.395795299999996,-80.0335782,Eat'n Park Restaurant,21,3.5,PA
9aw0t0rlACKkMaxsX0KlKA,Pittsburgh,"1691 McFarland Rd
Dormont
Pittsburgh, PA 15216",40.3959782,-80.0464983,Dairy Queen,10,3.5,PA
5Udv4CASAXB2eH66TefWPQ,Pittsburgh,"3239 W Liberty Ave
Dormont
Pittsburgh, PA 15216",40.3897336,-80.04091020000001,Cain's Saloon,106,3.5,PA
2Igiyhi82R8_QaaPplRmCw,Pittsburgh,"1430 Potomac Ave
Dormont
Pittsburgh, PA 15216",40.396012,-80.034727,The Dor-Stop Restaurant,275,4.5,PA
Cex2R008tMFg8R5fAtf77w,Pittsburgh,"1509 Potomac Ave
Dormont
Pittsburgh, PA 15216",40.3966306,-80.03579659999998,Campiti's Don Pizzeria,37,4.0,PA
n7G2XFGvmS3duDJ4AzjKiQ,Pittsburgh,"1150 Banksville Rd
Banksville
Pittsburgh, PA 15216",40.420334999999994,-80.030114,Namaste India,32,3.0,PA
8tBfgYCI6Fz9xrSYCYCYXA,Pittsburgh,"1150 Banksville Rd
Banksville
Pittsburgh, PA 15216",40.420334999999994,-80.030114,Maharaja Restaurant,10,3.5,PA
Tb7hQ37UFA2QFaMwjFieQw,Pittsburgh,"1378 Banksville Rd
Banksville
Pittsburgh, PA 15216",40.414716,-80.03063,Arby's,8,2.0,PA
qemCNgjeYGcFsRwxW9x4xw,Pittsburgh,"307 Beverly Rd
Pittsburgh, PA 15216",40.3886105,-80.0499034,Bado's Pizza Grill and Ale House,93,3.5,PA
iudRNo5Q8W7firUBYJEqQQ,Pittsburgh,"303 Beverly Rd
Pittsburgh, PA 15216",40.388527,-80.0495449,Little Nipper's Pizza,10,2.5,PA
2X5G4Ujq0s4Wfn4TC7gX0g,Pittsburgh,"1118 S Braddock Ave
Pittsburgh, PA 15218",40.432021999999996,-79.893834,D's Six Pax & Dogz,288,4.5,PA
XQ7elqSFIRogvqpiTZz-Wg,Pittsburgh,"1100 S Braddock Ave
Pittsburgh, PA 15218",40.432598999999996,-79.894243,Dunning's Grill,21,3.0,PA
JL5B_s1EoN4zIru4JSw4Qg,Pittsburgh,"1603 S Braddock Ave
Pittsburgh, PA 15218",40.427135,-79.890649,Taco Bell,6,3.5,PA
IafkUjO5CiXAu9LfB4_Sgg,Pittsburgh,"1918 Monongahela Ave
Pittsburgh, PA 15218",40.421259,-79.89028499999999,Rudy Martino Original House of Submarines,5,5.0,PA
OS1fGOcx_Erie5gujWIFNQ,Swissvale,"7400 Church St
Swissvale, PA 15218",40.422307,-79.88932170000001,China House II,4,3.0,PA
DzOPHyrG2XuVqKEvHCnN7w,Pittsburgh,"2122 Monongahela Ave
Pittsburgh, PA 15218",40.4175696,-79.8879525,Triangle Bar & Grill,58,4.5,PA
nqRNOug4OMrYTTZg-qLxXA,Pittsburgh,"7530 Washington Ave
Pittsburgh, PA 15218",40.421054,-79.8862296,Veltre's Pizza,16,4.5,PA
K8Ebs8G1rwc3DBdznHvDxg,Pittsburgh,"1703 S Braddock Ave
Pittsburgh, PA 15218",40.4252380699766,-79.8883623271223,Wendy's,5,2.5,PA
h3la53L9-OX_HlfeAySh0Q,Pittsburgh,"Edgwd Towne Ctr
Pittsburgh, PA 15218",40.4273028,-79.8886844,Applebee's,14,2.5,PA
1vQLTKwmcmZXtNzfKEvMmA,Pittsburgh,"2100 Greentree Rd
Pittsburgh, PA 15220",40.392286999999996,-80.070269,Benihana,52,3.0,PA
hhNlQWaKqGbMPoeZHoL-IQ,Pittsburgh,"Scott Towne Center
2101 Greentree Rd
Pittsburgh, PA 15220",40.3906976,-80.070806,Mad Mex - South Hills,94,3.5,PA
GEw1pLdbMlJecvQkKBIgSw,Pittsburgh,"1984 Green Tree Rd., Rm. B
Pittsburgh, PA 15220",40.395439399999994,-80.06574140000001,Pizza Hut,3,3.0,PA
SgQYRICpMdWCmY7wM2Cmcw,Pittsburgh,"1910 Cochran Rd
Pittsburgh, PA 15220",40.3932957,-80.06566529999999,Max & Erma's,20,3.0,PA
m0QsJDntW1MrWCxBVFwuAg,Pittsburgh,"1660 Cochran Rd
Pittsburgh, PA 15220",40.392802,-80.06209799999999,Wendy's,6,1.5,PA
uwiD9jxs09xxXG0by_xKuA,Pittsburgh,"1644 Cochran Rd
Pittsburgh, PA 15220",40.3925119,-80.06158149999999,Bruegger's Bagels,8,3.0,PA
mrbfnIXD5U4pMxuZgKedOw,Pittsburgh,"1717 Cochran Rd
Pittsburgh, PA 15220",40.392337899999994,-80.0662223,Sichuan House Chinese Restaurant,3,3.5,PA
sNmQJQWEVGheCnw5Tf4Phg,Pittsburgh,"1900 Greentree Rd
Pittsburgh, PA 15220",40.395932,-80.067397,Panera Bread,18,3.5,PA
jrSGpWnVJy8jqgN6XSC7Nw,Pittsburgh,"1006 Greentree Rd
Greentree
Pittsburgh, PA 15220",40.416841299999994,-80.04540659999999,Aracri's Greentree Inn,15,3.5,PA
EtnMSBRlMQWrdTla-jz9RA,Pittsburgh,"412 Greentree Rd
West End
Pittsburgh, PA 15220",40.4356718,-80.0340934,Tramp's Restaurant,4,3.5,PA
KZXtzoI84iI1CEcAnD7OPA,Pittsburgh,"333 Mansfield Ave
Greentree
Pittsburgh, PA 15220",40.421042036225295,-80.0501069553832,Vincent's of Greentree,52,3.5,PA
zpNGtjBlIkDq_PLGSCPlAg,Pittsburgh,"971 Greentree Road
Greentree
Pittsburgh, PA 15220",40.4198341,-80.0456525,Olive Garden Italian Restaurant,29,3.5,PA
ZS7-I04iDm4oRP_GJsJqrA,Pittsburgh,"978 Greentree Rd
Greentree
Pittsburgh, PA 15220",40.418092,-80.0460082,Boston Market,9,3.5,PA
FtjvnLhh51ZBYEpKAARaFQ,Pittsburgh,"203 Federal St
North Side
Pittsburgh, PA 15212",40.448320700000004,-80.0043186,Soho,94,3.0,PA
z4cCguoHdU48pj6sXMIzqg,Pittsburgh,"1001 Liberty Ave
Downtown
Pittsburgh, PA 15222",40.444168100000006,-79.99485200000001,Original Fish Market,76,2.5,PA
sbTF0cLKZH6_BP8BLARVDg,Pittsburgh,"123 7th St
Downtown
Pittsburgh, PA 15222",40.4439388,-80.00060570000001,Bossa Nova,29,2.5,PA
OxIeMVcop5oxBUWANi-1Rw,Pittsburgh,"140 6th St
Downtown
Pittsburgh, PA 15222",40.4429033,-80.0025614,Olive or Twist,202,3.5,PA
imzKM9-mgN1Yk_RIXx3IgA,Pittsburgh,"1901 Penn Ave
Strip District
Pittsburgh, PA 15222",40.450964,-79.984628,Sunseri Jimmy & Nino,27,4.0,PA
IEHaU93HpEbdUO4z4bKzDw,Pittsburgh,"100 24th St
Strip District
Pittsburgh, PA 15222",40.4540368,-79.9814643,Jo Jo's Restaurant,18,3.5,PA
NeUf9FyCCIN4MEseNyqkXQ,Pittsburgh,"2 South Market Sq
Downtown
Pittsburgh, PA 15222",40.440287,-80.002585,Primanti Bros.,463,3.5,PA
JcP-IIrZkW_Yyv4a0yLRCw,Pittsburgh,"305 7th Ave
Carnegie
Pittsburgh, PA 15222",40.4077836,-80.0930463,Monte Cello's Downtown,10,3.0,PA
4LcFKTr6Ah87VcxW2z5e6w,Pittsburgh,"608 Wood St
Downtown
Pittsburgh, PA 15222",40.4422917,-79.99894549999999,McDonald's,7,2.0,PA
buVALudg30kgkDusqB3yJw,Pittsburgh,"2023 Penn Ave
Strip District
Pittsburgh, PA 15222",40.451485600000005,-79.98340350000001,Reyna Foods,88,4.0,PA
wHi8ODv7TGmeUB02XoX-mA,Pittsburgh,"1904 Penn Ave
Strip District
Pittsburgh, PA 15222",40.4505899,-79.98428320000001,Roland's Seafood Grill,219,2.5,PA
